source,protein,compound,folder,ligand_smiles,exp_dG (kcal/mol),fep_dG (kcal/mol),fep_dG_std (kcal/mol),boltz_dG (kcal/mol),boltz_dG_std (kcal/mol)
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c(F)c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4c([H])c([H])c(C#N)c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c1[H],-8.045,-8.4821,0.4370614861760697,-10.082374802033108,0.38565986776845046
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4c([H])c([H])c(C(=O)OC([H])([H])[H])c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c([H])c1[H],-8.045,-8.3627,0.3177331189976186,-9.375381641586623,0.06256723809062927
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c([H])c(-c2c([H])c([H])c3c(c2[H])[C@]([H])(N([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[C@]([H])(C([H])([H])[H])N3C(=O)C([H])([H])[H])c([H])c1[H],-8.3177,-8.037,0.2807404025456508,-9.495064034223558,0.565587851426649
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4c([H])c([H])c(OC([H])([H])[H])c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c([H])c1[H],-8.045,-8.2764,0.2313531927440042,-9.706034835735958,0.6586817735955498
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c(OC([H])([H])[H])c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4c([H])c([H])c(C(=O)[O-])c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c1[H],-8.4541,-8.2235,0.230616558604443,-9.843081182003022,0.22071302657072092
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4c([H])c([H])c(C#N)c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c([H])c1[H],-8.1814,-8.3861,0.2047277504712723,-9.752705671985945,0.557305899589369
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c(-c2c([H])c([H])c3c(c2[H])[C@]([H])(N([H])c2c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c2[H])C([H])([H])[C@]([H])(C([H])([H])[H])N3C(=O)C([H])([H])[H])c([H])c([H])c1C(=O)OC([H])([H])[H],-8.045,-8.2339,0.188930832437824,-9.248652738054593,0.46422665562832033
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4c([H])c([H])c(C(=O)[O-])c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c(OC([H])([H])[H])c1[H],-8.4541,-8.6349,0.1808176474819519,-9.974242222229641,0.4859915714159273
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4c([H])c([H])c(C([H])([H])N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c([H])c1[H],-8.3177,-8.4711,0.1533731740027864,-9.312827100972335,0.5679504577450388
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4c([H])c([H])c(C([H])([H])[N+]5([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c([H])c1[H],-8.5904,-8.7421,0.1517153135006716,-9.342069674710432,0.5856837520652322
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c(-c2c([H])c([H])c3c(c2[H])[C@]([H])(N([H])c2c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])C([H])([H])[C@]([H])(C([H])([H])[H])N3C(=O)C([H])([H])[H])c([H])c([H])c1C(=O)OC([H])([H])[H],-8.5904,-8.6924,0.1019496873597363,-9.130435445646446,0.558632449762092
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c([H])c(C([H])([H])[H])c(-c2c([H])c([H])c3c(c2[H])[C@]([H])(N([H])c2c([H])c([H])c(Cl)c([H])c2[H])C([H])([H])[C@]([H])(C([H])([H])[H])N3C(=O)C([H])([H])[H])c1[H],-7.3632,-7.2763,0.0869550902285678,-9.090703999797503,0.44976787491453524
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]c1c([H])c([H])c(N([H])[C@@]2([H])c3c([H])c(-c4c([H])c([H])c(C(=O)[O-])c([H])c4[H])c([H])c([H])c3N(C(=O)C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C2([H])[H])c([H])c1[H],-8.4541,-8.3867,0.0673749556980325,-9.776172113021216,0.23014444730381078
ChEMBL,BRD2,CHEMBL3382827,ChEMBL|BRD2|CHEMBL3382827,[H]OC([H])([H])c1c([H])c([H])c(-c2c([H])c([H])c3c(c2[H])[C@]([H])(N([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[C@]([H])(C([H])([H])[H])N3C(=O)C([H])([H])[H])c([H])c1[H],-8.3177,-8.2552,0.0624806983104951,-10.034082774917286,0.6202524402172604
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C([H])([H])[H])C(=O)N3[H])c([H])c([H])c1C#N,-7.6881,-8.6533,0.0449,-7.666344104786714,0.146997468301008
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C([H])([H])[H])C(=O)N3[H])c(OC([H])([H])[H])c1[H],-9.078,-8.3629,0.0834,-9.28575955226024,0.4658488639551725
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C([H])([H])[H])C(=O)N3[H])c(C([H])([H])[H])c1[H],-9.078,-8.3903,0.0823,-9.580374955574673,0.41226656513067494
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c2c(c([H])c1Br)C([H])([H])N(C([H])([H])[H])C(=O)N2[H],-6.3246,-6.9169,0.2251,-7.192841348359983,0.6698086114906755
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C([H])([H])[H])C(=O)N3[H])c(Cl)c([H])c1F,-9.1968,-8.8011,0.0735,-8.76286110107104,0.09737819986866579
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C([H])([H])[H])C(=O)N3[H])c([H])c([H])c1OC([H])([H])[H],-8.2571,-8.5937,0.1344,-7.894865855008363,0.6564053095099331
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C([H])([H])[H])C(=O)N3[H])c([H])c1[H],-8.2571,-8.4974,0.0709,-8.991987752477328,0.4906275116048783
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c(OC([H])([H])[H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C([H])([H])[H])C(=O)N3[H])c1[H],-8.3677,-8.6036,0.0711,-8.676521687729906,0.5476615468366763
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C([H])([H])[H])C(=O)N3[H])c(C(F)(F)F)c1[H],-8.6285,-8.4253,0.0852,-9.017637301186719,0.5170536134677712
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c([H])c2c(c1[H])N([H])C(=O)N(C([H])([H])[H])C2([H])[H],-6.0118,-5.8102,0.2136,-6.401292038877806,0.7014326209162495
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c2c1N([H])C(=O)N(C([H])([H])[H])C2([H])[H],-8.739,-8.6534,0.0708,-8.696016923626265,0.16802423566059654
ChEMBL,BRD4,CHEMBL2183681,ChEMBL|BRD4|CHEMBL2183681,[H]c1c([H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C([H])([H])[H])C(=O)N3[H])c(F)c1[H],-8.7864,-8.705,0.0802,-8.857377596298853,0.4952559673354507
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]N([H])C(=O)C([H])([H])[C@@]1([H])c2onc(C([H])([H])[H])c2-c2sc(C([H])([H])[H])c(C([H])([H])[H])c2C(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])=[N+]1[H],-8.1249,-5.6623,2.4626221110665942,-9.170698584755263,0.09475340403990501
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1nc(C([H])([H])[C@]2([H])N=C(c3c([H])c([H])c(Cl)c([H])c3[H])c3c(sc(C([H])([H])[H])c3C([H])([H])[H])-c3c(C([H])([H])[H])noc32)sc1[H],-9.1648,-11.4709,2.3060885370245225,-9.547741666913033,0.1756887831485684
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c([H])c1Cl,-8.9144,-10.6134,1.6989939498645583,-10.206511811017991,0.3601234787989724
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c3nnc(C([H])([H])[H])n3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c([H])c1Cl,-10.39,-11.9701,1.580079382925664,-10.502189090013504,0.5763661500609413
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1nc(C([H])([H])[C@]2([H])N=C(c3c([H])c([H])c(Cl)c([H])c3[H])c3c(sc(C([H])([H])[H])c3C([H])([H])[H])-c3c(C([H])([H])[H])noc32)n([H])c1[H],-9.1344,-10.66,1.5255325817801493,-9.743539136012396,0.05960289990736212
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c([H])c1Cl,-10.1499,-8.8968,1.2531751036188916,-9.773795177618664,0.1030922478211481
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c([H])c(C([H])([H])C2=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c1[H],-7.1507,-5.9009,1.2498096865426582,-9.530117943882942,0.41314063757305114
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c(C([H])([H])[H])c([H])c1Cl,-10.0586,-8.9703,1.08830591293661,-10.459416176875433,0.3542709995979561
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c(Cl)c1[H],-9.0023,-8.0578,0.9445504392881726,-9.871235789299012,0.15970275492608013
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1nc(N([H])[H])c([H])c([H])c1C1=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c2onc(C([H])([H])[H])c2-c2sc(C([H])([H])[H])c(C([H])([H])[H])c21,-9.7313,-9.1055,0.6257652073119718,-9.875868589758875,0.46050695259198215
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c1[H],-10.278,-9.6753,0.6027075791427048,-10.12962231794993,0.3595494683720938
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1nc([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])n1,-7.6387,-8.1679,0.5291050713911878,-9.33766026834647,0.16137651626150012
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c([H])c1C#N,-10.2015,-10.7098,0.5083298175733174,-10.34867677028974,0.5071262758693775
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c(Cl)c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c1[H],-9.7232,-9.4577,0.2655314397713865,-10.27330724867185,0.35867271721794863
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c([H])c1Cl,-10.3426,-10.5671,0.2244955157540185,-10.625468511740367,0.22094656620467545
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])N([H])C(=O)OC([H])([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c([H])c1Cl,-9.6342,-9.4131,0.2211223218469875,-9.59415110774835,0.28071981094055704
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])N([H])C(=O)C([H])([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c([H])c1Cl,-9.1648,-9.3443,0.1795125838296056,-9.83627868171533,0.41777769860227143
ChEMBL,BRD4,CHEMBL2433086,ChEMBL|BRD4|CHEMBL2433086,[H]c1nc(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])[H])c3onc(C([H])([H])[H])c3-c3sc(C([H])([H])[H])c(C([H])([H])[H])c32)c([H])c([H])c1Cl,-9.7395,-9.9009,0.1614523613829364,-9.770452362378439,0.5686119356161365
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c([H])c(C2=N[C@@]([H])(N([H])C(=O)OC([H])([H])C([H])([H])[H])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],-8.7268,-7.8041,0.9227,-9.143075508117677,0.5138201720525477
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c(OC([H])([H])[H])c([H])c32)c([H])c([H])c1Cl,-8.7268,-9.5383,0.8115,-9.502609853585561,0.278125427571405
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c([H])c(C2=N[C@]([H])(N([H])C(=O)OC([H])([H])C([H])([H])[H])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],-5.4542,-4.643,0.8112,-9.151571238497894,0.5175319794937872
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)[O-])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c(OC([H])([H])[H])c([H])c32)c([H])c([H])c1Cl,-6.9542,-6.1731,0.7811,-9.349680311083794,0.19228873272553848
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c(OC([H])([H])[H])c([H])c32)c([H])c([H])c1Cl,-8.5904,-9.206,0.6156,-9.527905615369479,0.32846491244236575
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)OC([H])([H])[H])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c(OC([H])([H])[H])c([H])c32)c([H])c([H])c1Cl,-8.9995,-9.4616,0.4621,-9.041721092581751,0.059620675626061936
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c(F)c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c(OC([H])([H])[H])c([H])c32)c1[H],-8.045,-7.616,0.429,-9.216922138233981,0.5015748880531848
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1nc([H])c(N([H])C(=O)C([H])([H])[C@]2([H])N=C(c3c([H])c([H])c(Cl)c([H])c3[H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3-n3c(C([H])([H])[H])nnc32)c([H])c1[H],-8.5904,-8.9222,0.3318,-9.475729296565056,0.25498697959747635
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c3nnc(C([H])([H])[H])n3-c3c([H])c([H])c(OC([H])([H])[H])c([H])c32)c([H])c([H])c1Cl,-8.4541,-8.7587,0.3046,-9.83663397947947,0.28935194530883895
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H])c3nnc(C([H])([H])[H])n3-c3c([H])c(OC([H])([H])[H])c([H])c([H])c32)c([H])c([H])c1Cl,-7.7723,-8.0667,0.2944,-9.652057976643245,0.16474969260219416
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1c([H])c(N([H])C(=O)C([H])([H])[C@]2([H])N=C(c3c([H])c([H])c(Cl)c([H])c3[H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3-n3c(C([H])([H])[H])nnc32)c([H])c([H])c1F,-8.5904,-8.8734,0.283,-9.30717161856095,0.5552306467266757
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1nc(N([H])C(=O)C([H])([H])[C@]2([H])N=C(c3c([H])c([H])c(Cl)c([H])c3[H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3-n3c(C([H])([H])[H])nnc32)c([H])c([H])c1[H],-8.7268,-8.5615,0.1653,-9.629984515309335,0.5695489864391245
ChEMBL,BRD4,CHEMBL2433591,ChEMBL|BRD4|CHEMBL2433591,[H]c1sc(N([H])C(=O)C([H])([H])[C@]2([H])N=C(c3c([H])c([H])c(Cl)c([H])c3[H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3-n3c(C([H])([H])[H])nnc32)c([H])c1[H],-8.7268,-8.733,0.0062,-9.363386910478274,0.34540054821169097
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(C(=O)N([H])c2c([H])c(-c3c([H])sc(=O)n3[H])c([H])c(S(=O)(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2C([H])([H])[H])c([H])c1[H],-8.321,-10.6963,2.3753,-8.892552400151889,0.1448874341512543
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c([H])c(N([H])[H])c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-9.437,-7.8564,1.5805,-8.720440091391405,0.05943192899510644
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c([H])c(N([H])C(=O)C([H])([H])OC([H])([H])[H])c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-8.724,-7.8355,0.8885,-8.971179642240207,0.1255798298758867
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c([H])c([H])c(S(=O)(=O)N([H])c2c([H])c([H])c(N([H])[H])c([H])c2[H])c1[H],-6.926,-7.5803,0.6543,-7.8762103985448695,0.29508815646382475
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1onc(N([H])S(=O)(=O)c2c([H])c([H])c([H])c(-c3c([H])sc(=O)n3[H])c2[H])c1[H],-7.0009,-7.6443,0.6433,-7.413162306944529,0.18260877627792552
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c([H])c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-9.8474,-9.2485,0.5989,-8.543331023761384,0.4013511447989971
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c([H])c(C([H])([H])[H])c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-9.078,-8.5348,0.5432,-8.918797490298749,0.6420818345775617
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])[C@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c1[H],-6.8601,-7.3788,0.5186,-7.587496859520674,0.2660198533229922
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(S(=O)(=O)N([H])c2c([H])c([H])c([H])c(-c3c([H])sc(=O)n3[H])c2[H])c([H])c1[H],-7.3458,-7.8603,0.5145,-8.371069677626094,0.205341674176842
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c(Br)c([H])c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-8.8943,-9.4081,0.5138,-8.061271759573371,0.13549450157089168
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c([H])c([H])c(S(=O)(=O)N([H])C2([H])C([H])([H])C2([H])[H])c1[H],-7.6985,-7.27,0.4285,-8.5218813444376,0.1958619232837836
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c([H])c(F)c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-8.5918,-8.2142,0.3777,-8.334724252853542,0.1417481237995293
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c([H])c([H])c(S(=O)(=O)N([H])[C@]2([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H],-7.1383,-6.797,0.3413,-7.5057636617223435,0.2703236455033005
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c([H])c(Cl)c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-9.0023,-8.678,0.3243,-8.559051520710192,0.3637708917699939
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c(N([H])C(=O)C2([H])C([H])([H])C2([H])[H])c(C([H])([H])[H])c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-9.078,-8.7612,0.3168,-8.766410999447109,0.2995868566747882
ChEMBL,BRD4,CHEMBL3414207,ChEMBL|BRD4|CHEMBL3414207,[H]c1sc(=O)n([H])c1-c1c([H])c(N([H])C([H])([H])[H])c(C([H])([H])[H])c(S(=O)(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H],-9.0023,-9.3103,0.308,-9.47634593554338,0.03592997465611999
